"row_n";"Ca";"CALORIES";"Carbohydrate";"Cholesterol";"Dietary  Fiber";"FAT";"Fat, saturated";"Fe";"K";"Na";"Protein";"Total Trans FA";"Vitamin A";"Vitamin C"
"578323 FALSE";0;116;0;62;0;3.57;1.79;0.64;0;62;20.54;0;0;1.1
"578336 FALSE";7;125;0;94;0;4.02;0.89;0.89;242;94;19.64;0;0;0
"578337 FALSE";5;116;0;71;0;2.68;0.45;0;334;45;22.32;0;0;0
"578483 FALSE";0;241;0;67;0;17.86;8.93;1.61;0;58;19.64;0.89;0;3.2
"578501 FALSE";13;215;0;68;0;15.23;5.96;2.15;0;66;18.54;0.99;0;0
"578668 FALSE";0;125;0;62;0;3.12;1.34;2.41;0;67;22.32;0;0;0
"578699 FALSE";0;217;0;69;0;15.18;6.25;1.61;0;67;18.75;0;0;0
"578724 FALSE";0;214;0;67;0;15.18;6.25;2.41;0;67;18.75;0;0;0
"578856 FALSE";24;253;0;71;0;20;7.65;2.12;0;65;17.06;1.18;0;0
"578869 FALSE";0;214;0;67;0;15.18;6.25;2.41;0;67;18.75;0;0;0
"578895 FALSE";0;143;0;71;0;7.14;2.23;1.61;0;76;19.64;0;0;0
"578918 FALSE";0;214;0;67;0;15.18;6.25;2.41;0;67;18.75;0.89;0;0
"578984 FALSE";18;250;0;71;0;19.64;8.04;1.61;0;67;16.96;1.34;0;0
"578987 FALSE";0;214;0;67;0;15.18;6.25;2.41;0;67;18.75;0.89;0;0
"578989 FALSE";0;170;0;62;0;9.82;3.57;1.29;0;54;20.54;0;0;1.1
"578994 FALSE";0;293;0;77;0;25.33;10;1.8;0;67;16.67;0.67;0;0
"579028 FALSE";54;107;0.89;58;0;1.34;0.36;0.96;0;321;19.64;0;0;0
"579048 FALSE";0;196;0;58;0;12.5;5.36;1.29;0;58;21.43;0;0;1.1
"579110 FALSE";54;107;0.89;58;0;1.34;0.36;0.96;0;321;19.64;0;0;0
"579157 FALSE";0;248;0;71;0;19.47;7.08;1.59;0;66;19.47;0;0;0
"579233 FALSE";18;188;0;58;0;11.61;4.02;0.64;0;223;17.86;0;0;0
"579234 FALSE";18;188;0;58;0;11.61;4.02;0.64;0;223;17.86;0;0;0
"579235 FALSE";18;214;0;67;0;15.18;5.36;0.64;0;214;17.86;0;0;0
"579236 FALSE";18;188;0;58;0;11.61;4.02;0.64;0;223;17.86;0;0;0
"579237 FALSE";18;188;0;58;0;11.61;4.02;0.64;0;223;17.86;0;0;0
"579239 FALSE";18;188;0;58;0;11.61;4.02;0.64;0;223;17.86;0;0;0
"579240 FALSE";18;188;0;58;0;11.61;4.02;0.64;0;223;17.86;0;0;0
"579241 FALSE";18;188;0;58;0;11.61;4.02;0.64;0;223;17.86;0;0;0
"579242 FALSE";18;188;0;58;0;11.61;4.02;0.64;0;223;17.86;0;0;0
"579243 FALSE";18;188;0;58;0;11.61;4.02;0.64;0;223;17.86;0;0;0
"579244 FALSE";18;188;0;58;0;11.61;4.02;0.64;0;223;17.86;0;0;0
"579280 FALSE";18;212;0;66;0;15.04;6.19;2.39;0;66;18.58;0.88;0;0
"579491 FALSE";0;170;0;94;0;9.82;3.57;0.64;0;67;20.54;0;0;0
"579492 FALSE";0;116;0;58;0;3.57;1.34;0.96;0;45;22.32;0;0;0
"579498 FALSE";89;205;0;85;0;14.29;4.02;0.96;0;67;19.64;0;89;0
"579500 FALSE";0;223;0;89;0;17.86;5.36;0.32;0;71;15.18;0;0;0
"579531 FALSE";0;214;0;62;0;15.18;6.25;1.61;0;49;19.64;0;0;0
"579600 FALSE";0;188;0;71;0;12.5;4.46;0.96;0;58;18.75;0;0;16.1
"579601 FALSE";0;143;0.89;54;0;5.36;1.79;0.96;0;49;22.32;0;0;0
"579602 FALSE";0;335;0;49;0.9;30.36;11.61;3.21;0;71;16.96;0;179;0
"579623 FALSE";0;116;0;58;0;2.68;0.45;0.64;0;67;23.21;0;0;1.1
"579631 FALSE";0;250;0;71;0;19.64;7.14;1.61;0;67;16.96;1.34;0;0
"579721 FALSE";0;124;0;58;0;4.42;2.21;2.39;0;71;21.24;0;0;0
"579722 FALSE";0;133;0;58;0;5.31;2.65;3.19;0;58;20.35;0;0;0
"579723 FALSE";0;168;0;49;0;10.62;5.31;3.19;0;53;18.58;0;0;0
"579729 FALSE";0;107;0;40;0;1.34;0;1.61;0;40;12.5;0;0;16.1
"579733 FALSE";18;114;0;66;0;2.63;0.44;0.95;0;114;21.05;0;0;1.1
"579737 FALSE";0;152;0;62;0;7.14;3.12;2.41;0;67;20.54;0.89;0;0
"579738 FALSE";18;250;0;71;0;19.64;8.04;1.61;0;67;16.96;1.34;0;0
"579739 FALSE";0;214;0;67;0;15.18;6.25;2.41;0;67;18.75;0;0;0
"579769 FALSE";0;250;0;71;0;19.64;7.14;1.61;0;67;16.96;1.34;0;0
"579772 FALSE";0;107;0;45;0;1.34;0.45;0.64;0;67;23.21;0;0;0
"579787 FALSE";0;250;0;71;0;19.64;7.14;1.61;0;67;16.96;1.34;0;0
"579808 FALSE";0;143;0;58;0;7.14;2.23;1.61;0;71;19.64;0;0;0
"580824 FALSE";0;500;0;80;0;48.21;16.07;0.64;0;893;16.07;0;0;0
"581944 FALSE";101;275;4.03;70;0;20.81;8.72;1.81;0;450;16.78;1.01;201;0.8
"583204 FALSE";36;339;5.36;71;0;26.79;8.93;0.64;0;875;17.86;0;179;0
"583864 FALSE";13;255;2.01;64;0.2;18.79;7.38;1.81;0;403;18.79;0;0;0
"584087 FALSE";143;250;5.36;116;0;19.64;4.46;1.29;0;875;12.5;0;357;2.1
"584095 FALSE";0;214;8.93;54;0;14.29;4.46;0.64;0;946;10.71;0;0;2.1
"584100 FALSE";0;179;0.89;58;0;11.61;4.02;0.64;0;196;17.86;0;0;0
"584369 FALSE";0;907;1.9;0;0;16;0;0;0;0;15;0;0;0
"584620 FALSE";0;260;0;30;0;22;6;0.72;0;980;14;0;0;0
"584626 FALSE";144;412;78;0;14;4.6;4.4;2.32;0;0;4;0;0;4
"584630 FALSE";71;292;4.42;58;0.9;23.01;7.96;0.96;0;743;15.93;0;664;2.1
"587528 FALSE";0;333;0;88;0;26.32;8.77;1.58;0;781;21.05;0;175;0
"588606 FALSE";144;330;78;0;14;1.54;1.54;2.32;0;0;4;0;0;4
"589061 FALSE";0;98;2.68;54;0;2.23;0.89;0;0;304;17.86;0;0;1.1
"596806 FALSE";25;325;3.75;81;0;25;8.75;0.45;0;1100;22.5;0;0;0
"598578 FALSE";36;339;5.36;62;0;26.79;8.93;0.64;0;875;17.86;0;179;0
"600502 FALSE";43;229;13.57;50;0.7;14.29;5;1.03;0;600;11.43;0;71;2.6
"601966 TRUE";80;230;33;0;13;10;2;2.7;510;135;12;0;2500;9
"602070 FALSE";36;214;0.89;107;0;0;3.57;0.96;0;616;24.11;0;0;0
"602182 FALSE";6;129;0.71;50;0.7;5.71;2.5;0.71;259;329;17.86;0;0;0
"603942 FALSE";33;317;5;67;0;25;8.33;1.2;0;833;18.33;0;167;0
"604490 FALSE";134;170;2.68;62;0.9;8.93;3.57;1.61;0;598;17.86;0;179;8
"619980 FALSE";0;321;1.79;71;0;28.57;10.71;0.64;0;1143;12.5;0;0;0
"638234 FALSE";0;162;1.9;52;0;9.52;3.33;0.69;0;210;19.05;0;0;0
"641398 FALSE";0;125;1.79;54;0;3.57;1.79;0.64;0;893;19.64;0;0;0
"641404 FALSE";0;280;4;60;0;24;10;1.44;0;1080;16;0;0;0
"641492 FALSE";0;116;3.57;45;0;3.57;1.34;0.64;0;473;17.86;0;0;0
"644672 FALSE";0;213;0;63;0;15.33;6;1.8;0;60;19.33;0;0;0
"644674 FALSE";0;179;0;62;0;9.82;4.02;2.41;0;62;20.54;0;0;0
"644886 FALSE";0;471;0;118;0;35.29;14.71;2.12;0;1824;29.41;0;0;0
"652180 FALSE";18;214;0;89;0;15.18;4.46;0.96;0;103;18.75;0;89;0
"652250 FALSE";0;125;0;58;0;2.68;0.89;1.29;0;67;23.21;0;0;0
"653780 FALSE";18;250;0;71;0;19.64;8.04;1.61;0;67;16.96;0;0;0
"653782 FALSE";0;312;0;71;0;26.79;11.61;1.61;0;54;16.96;0;0;0
"653784 FALSE";0;161;0;58;0;8.04;3.12;2.41;0;62;20.54;0;0;0
"653796 FALSE";108;172;2.15;59;0;9.68;2.69;1.94;0;645;17.2;0;323;0
"653806 FALSE";18;214;0;89;0;15.18;4.46;0.96;0;103;18.75;0;89;0
"654536 FALSE";13;307;0;87;0;26.67;10.67;1.8;0;67;16.67;0;0;0
"655798 FALSE";18;214;0;89;0;15.18;4.46;0.96;0;103;18.75;0;89;0
"655890 FALSE";0;125;0;58;0;2.68;0.89;1.29;0;67;23.21;0;0;0
"656584 FALSE";18;214;0;89;0;15.18;4.46;0.96;0;103;18.75;0;89;0
"660188 FALSE";0;143;0;71;0;7.14;2.23;1.61;0;76;19.64;0;0;0
"660478 FALSE";18;214;0;67;0;15.18;6.25;2.41;0;67;18.75;0;0;0
"663080 FALSE";18;179;0.89;67;0;9.82;3.12;1.29;0;232;20.54;0;0;0
"663186 FALSE";0;143;0;71;0;7.14;2.23;1.61;0;76;19.64;0;0;0
"679872 FALSE";14;236;15.71;61;0;12.86;4.29;1.03;0;607;15;0;71;0.9
"683710 FALSE";13;285;0;66;0;23.18;9.27;1.79;0;53;17.88;0.99;0;0
"683806 FALSE";99;305;1.32;73;0;24.5;11.26;1.19;0;437;18.54;0.99;132;0
"690314 FALSE";62;186;6.19;0;0;15.48;6.19;0;0;372;3.1;0;0;0
"700884 FALSE";70;175;8.75;0;5;7.5;0.62;2.5;355;400;12.5;0;0;0
"706528 FALSE";0;89;1.79;36;0;1.79;0;0;0;857;16.07;0;0;0
"706536 FALSE";0;89;3.57;36;0;1.79;0;0;0;839;14.29;0;0;0
"706614 FALSE";0;107;3.57;45;0;0.89;0;0;0;679;21.43;0;0;0
"706620 FALSE";0;89;1.79;36;0;0.89;0;0.64;0;804;17.86;0;0;0
"706626 FALSE";54;196;0;85;0;15.18;3.57;1.29;0;85;16.96;0;89;1.1
"707544 FALSE";71;224;7.06;76;1.2;11.76;3.53;2.12;0;706;20;0;118;1.4
"707546 FALSE";71;224;7.06;76;1.2;11.76;3.53;2.12;0;706;20;0;118;1.4
"707548 FALSE";71;224;7.06;76;1.2;11.76;3.53;2.12;0;706;20;0;118;1.4
"708232 FALSE";5;272;0.66;86;0;23.84;10.6;2.65;145;63;12.58;1.32;0;0
"709556 FALSE";118;165;8.24;0;1.2;8.24;1.18;1.69;271;659;15.29;0;0;0
"711240 FALSE";0;412;1.18;65;0;37.65;12.94;0.42;0;200;17.65;0;0;0
"715014 FALSE";71;107;1.79;31;0;3.57;0.18;0.96;0;464;18.75;0;89;1.1
"715016 FALSE";76;174;3.03;76;0.8;9.09;3.41;0.55;0;470;19.7;0;152;6.8
"715018 FALSE";71;107;0.89;31;0;3.57;0.18;0.96;0;402;18.75;0;0;0
"715020 FALSE";71;107;1.79;31;0.2;3.57;0.18;0.96;0;446;18.75;0;0;2.1
"715022 FALSE";108;172;3.23;59;0;9.68;2.69;1.94;0;667;17.2;0;0;0
"715026 FALSE";18;214;0;89;0;15.18;4.46;0.96;0;103;18.75;0;89;0
"715028 FALSE";71;107;0.89;31;0;3.57;0.18;0.96;0;402;18.75;0;0;0
"715036 FALSE";18;214;0;89;0;15.18;4.46;0.96;0;103;18.75;0;89;0
"715038 FALSE";0;107;0;62;0;0.89;0;1.29;0;49;25;0;0;0
"715040 FALSE";0;143;0;71;0;7.14;2.23;1.61;0;76;19.64;0;0;0
"715042 FALSE";61;152;3.03;76;0.8;6.82;1.89;1.09;0;364;18.18;0;1136;9.1
"715046 FALSE";86;172;2.15;59;0;9.68;2.69;1.94;0;688;17.2;0;108;0
"715048 FALSE";29;171;1.43;64;0;10;2.86;1.54;0;671;17.14;0;0;0
"715050 FALSE";0;143;0;71;0;7.14;2.23;1.61;0;76;19.64;0;0;0
"715052 FALSE";18;214;0;89;0;15.18;4.46;0.96;0;103;18.75;0;89;0
"715058 FALSE";71;107;1.79;31;0.2;3.57;0.18;0.96;0;446;18.75;0;0;2.1
"715060 FALSE";29;171;1.43;64;0;10;2.86;1.54;0;671;17.14;0;0;0
"715062 FALSE";108;176;2.7;61;0;9.46;2.7;1.95;0;568;17.57;0;0;0
"715064 FALSE";71;107;1.79;31;0.2;3.57;0.18;0.96;0;446;18.75;0;0;2.1
"715066 FALSE";71;107;0.89;31;0;3.57;0.18;0.96;0;402;18.75;0;0;0
"715068 FALSE";18;143;0.89;71;0;6.25;2.23;1.61;0;536;19.64;0;0;0
"715070 FALSE";18;143;0.89;71;0;6.25;2.23;1.61;0;536;19.64;0;0;0
"715072 FALSE";0;107;0.89;54;0;2.23;0.45;0.96;0;384;20.54;0;0;0
"715074 FALSE";0;143;0;71;0;7.14;2.23;1.61;0;76;19.64;0;0;0
"715076 FALSE";0;125;0;58;0;2.68;0.89;1.29;0;67;23.21;0;0;0
"715078 FALSE";27;162;1.35;61;0;10.81;2.7;1.95;0;554;14.86;0;0;0
"716518 FALSE";0;357;0;107;0;28.57;10.71;2.57;0;1714;25;0;0;0
"716898 FALSE";0;205;0;58;0;13.39;5.36;1.29;0;982;13.39;0;0;0
"718366 FALSE";0;250;5.88;59;0;19.12;7.35;1.59;0;765;13.24;0;147;0
"718426 FALSE";47;59;3.53;0;1.2;3.53;0;1.27;165;12;5.88;0;0;0
"718442 FALSE";118;71;2.35;0;1.2;3.53;0;1.69;165;12;7.06;0;0;0
"718720 FALSE";73;145;12.73;0;5.5;5.45;0;2.62;0;764;12.73;0;0;2.2
"718870 FALSE";0;467;0;100;0;40;16.67;0;0;1333;13.33;0;0;0
"718912 FALSE";94;176;7.06;0;3.5;9.41;1.76;3.18;0;471;16.47;0;0;0
"718964 FALSE";18;150;0;80;0;8.85;2.65;1.27;0;97;17.7;0;0;0
"719308 FALSE";118;94;2.35;0;2.4;5.29;0.59;1.69;1029;12;9.41;0;0;0
"721850 FALSE";0;152;0.89;89;0;8.04;2.23;0.64;0;402;18.75;0;0;0
"722258 FALSE";0;143;0;71;0;7.14;2.23;1.61;0;76;19.64;0;0;0
"722676 FALSE";68;110;2.05;48;0.2;3.08;0.68;0.74;0;390;18.49;0;0;0
"722906 FALSE";0;95;4.76;40;1.6;4.76;0.79;0;175;397;9.52;0;0;0
"722908 FALSE";0;98;4.92;41;1.6;4.1;1.64;0;213;361;9.84;0;0;0
"722910 FALSE";0;125;3.12;31;1.6;7.81;2.34;0.78;250;297;9.38;0;0;0
"723180 FALSE";143;429;14.29;214;0;28.57;10.71;2.57;0;2571;28.57;0;0;0
"726906 FALSE";54;196;2.68;80;0.2;13.39;3.57;1.61;0;902;14.29;0;0;0
"728304 FALSE";10;193;12.14;43;0.7;10.71;4.29;0.71;0;443;13.57;0;0;0
"728462 FALSE";0;92;4.62;38;1.5;3.85;0.77;0.62;200;415;9.23;0;0;0
"728472 FALSE";0;89;0;45;0;0.09;0;0;0;696;19.64;0;0;0
"730070 FALSE";0;240;1.33;67;0;18.67;6.67;1.44;0;720;16;0;133;0.8
"730874 FALSE";0;316;1.75;61;0;28.07;10.53;0.63;0;1105;12.28;0;0;0
"731832 FALSE";0;175;1.75;61;0;12.28;3.51;0.63;0;842;17.54;0;175;0
"732282 FALSE";11;186;9.29;43;0.2;10.71;4.29;0.71;0;443;13.57;0;0;0
"732966 FALSE";18;143;0;71;0;8.04;2.68;1.29;0;554;16.96;0;0;2.1
"732978 FALSE";0;89;3.57;36;0;1.79;0;0;0;946;14.29;0;0;0
"732982 FALSE";0;89;1.79;36;0;1.79;0;0.64;0;804;17.86;0;0;0
"736128 FALSE";36;107;1.79;62;0.2;2.23;0.45;1.61;0;732;19.64;0;0;0
"737742 FALSE";36;127;1.34;69;0.9;4.46;1.34;0.64;0;173;20.54;0;179;1.1
"737812 FALSE";0;118;1.18;59;0;5.88;1.18;0.85;0;612;17.65;0;0;1.4
"737982 FALSE";14;229;22.14;46;0;10;3.21;0.57;143;550;14.29;0;0;0
"738278 FALSE";0;286;3.57;89;0;17.86;7.14;2.57;0;1429;25;0;1786;4.3
"739826 FALSE";168;214;7.14;0;1.8;16.07;10.71;1.79;334;536;12.5;0;0;0
"739830 FALSE";169;214;8.93;0;1.8;15.18;11.61;2.68;330;741;13.39;0;0;0
"741262 FALSE";13;255;0;67;0;20.13;7.38;1.21;0;50;18.12;0;0;0
"742264 FALSE";18;265;0;71;0;23.01;8.85;2.39;0;62;14.16;0.88;0;0
"742266 FALSE";0;265;0;70;0;23.18;9.27;1.79;0;60;13.91;0;0;0
"742524 FALSE";25;321;3.7;80;0;24.69;8.64;0.89;0;840;20.99;0;0;0
"745176 FALSE";0;240;1.33;67;0;18.67;6.67;1.44;0;707;16;0;67;0.8
"746318 FALSE";0;240;1.33;67;0;18.67;6.67;1.44;0;720;16;0;133;0.8
"750888 TRUE";113;154;21.9;11;3.5;4.6;2.6;1.5;170;546;7.7;0;178;2
"750956 TRUE";64;155;22.1;9;5;4.6;2.4;1.4;177;684;7.2;0;0;0
"750958 TRUE";64;155;22.1;9;5;4.6;2.4;1.4;177;684;7.2;0;0;0
"751132 TRUE";49;133;22;0;6.1;3.9;0.4;2.4;223;545;6.5;0;0;0
"751486 TRUE";67;138;22.1;4;7.1;3.3;1.1;0.7;176;633;5.9;0;0;0
"751488 TRUE";67;138;22.1;4;7.1;3.3;1.1;0.7;176;633;5.9;0;0;0
"751490 TRUE";43;178;23.1;2;5;8.5;1.2;1.3;236;591;5.5;0;0;0
"751528 TRUE";113;154;21.9;11;3.5;4.6;2.6;1.5;170;546;7.7;0;178;2
"751530 TRUE";59;110;16.8;0;8.4;3.1;0.3;2.7;291;758;11.4;0.1;0;0
"751532 TRUE";67;98;15.3;0;5.9;1.6;0.2;1.8;272;591;10.4;0;0;0
"751534 TRUE";113;154;21.9;11;3.5;4.6;2.6;1.5;170;546;7.7;0;178;2
"751536 TRUE";75;116;8.3;0;6.1;4.3;0.4;3;379;571;15.3;0;0;0
"751538 TRUE";39;185;23;0;4.6;9.3;1.1;0.9;305;482;4.7;0.2;0;0
"751554 FALSE";116;203;29.7;10;5.9;6.6;2.3;1.3;185;322;11.1;0;0;0
"751558 FALSE";128;248;36.3;13;3.9;7.9;2.8;1.6;177;388;11.1;0;0;0
"751560 FALSE";109;229;36.5;9;4.1;6;2.3;1.6;219;337;10.7;0.1;0;0
"751562 FALSE";126;245;37.1;7;3.8;7.1;2.2;1.6;187;385;11.3;0;0;0
"751564 FALSE";107;244;38;7;3.9;7.2;2;1.6;185;368;10;0;0;0
"751644 FALSE";138;231;31;12;4.1;7.5;3.2;1.1;168;531;12.7;0.2;1377;12
"751720 TRUE";44;159;9.9;0;4.6;4.6;0.5;5.5;165;758;20.2;0;122;0
"751722 TRUE";151;196;19.4;114;4.1;7.9;2.8;2.1;209;591;14.6;0.1;0;0
"751724 TRUE";97;173;18.8;2;9.1;7.4;1.1;1.9;293;374;15.8;0.1;0;0
"751726 TRUE";95;179;20.6;2;6;6.5;1;2;380;488;14.5;0.1;0;0
"751728 TRUE";99;112;11.7;12;3.8;6.3;3;1.4;204;161;5.9;0.1;0;0
"751730 TRUE";69;126;16.5;8;2.2;5.3;1.9;1;119;278;4.9;0.2;0;0
"751732 TRUE";52;225;26.2;0;4.3;9;1.3;3;346;456;12.8;0.1;35;0
"751748 TRUE";42;193;8.9;1;3.5;7.9;1;4.6;300;671;23.6;0.1;16;0
"751750 TRUE";42;193;8.9;1;3.5;7.9;1;4.6;300;671;23.6;0.1;16;0
"751752 TRUE";39;208;14.4;1;3.3;7.7;1;4.3;280;656;22.1;0.1;15;0
"751754 TRUE";42;193;8.9;1;3.6;7.9;1;4.3;295;593;23.6;0.1;179;3
"751758 TRUE";87;189;17;0;7.8;11.6;1.5;2.1;484;555;9.2;0.1;0;0
"751760 TRUE";52;225;26.2;0;4.3;9;1.3;3;346;456;12.8;0.1;35;0
"751762 TRUE";52;225;26.2;0;4.3;9;1.3;3;346;456;12.8;0.1;35;0
"751766 TRUE";68;122;10.2;0;4.3;5.5;0.8;4.1;223;491;14.4;0;0;0
"751768 TRUE";92;241;17;0;7.3;13.8;1.4;3.5;611;561;16.5;0.2;162;1
"751770 TRUE";82;97;14.8;9;4;3.5;1.9;0.9;120;238;5.6;0.1;0;0
"751772 TRUE";27;87;13.5;0;2.8;3.1;1.9;0.8;137;204;3.4;0;0;0
"751776 TRUE";52;225;26.2;0;4.3;9;1.3;3;346;456;12.8;0.1;35;0
"751782 TRUE";68;122;10.2;0;4.3;5.5;0.8;4.1;223;491;14.4;0;0;0
"751784 TRUE";84;150;24.6;0;4.3;2.3;0.3;2;407;438;11.4;0;4;2
"751786 TRUE";39;208;14.4;1;3.3;7.7;1;4.3;280;656;22.1;0.1;15;0
"751788 TRUE";42;193;8.9;1;3.5;7.9;1;4.6;300;671;23.6;0.1;16;0
"751792 TRUE";61;213;8.5;3;4.4;9.3;1.7;4.2;182;422;23.9;0;0;0
"751794 TRUE";19;126;11.2;0;2.3;1.3;0.2;1.2;37;1076;17.4;0;102;0
"751796 TRUE";26;159;6.8;2;4;6.1;0.7;5.9;109;670;19.2;0;0;0
"751798 TRUE";26;159;6.8;2;4;6.1;0.7;5.9;109;670;19.2;0;0;0
"751800 TRUE";42;346;14.3;2;5.1;26.6;4.2;3.6;97;1463;12.4;0;0;0
"752250 TRUE";52;225;26.2;0;4.3;9;1.3;3;346;456;12.8;0.1;35;0
"752288 FALSE";97;191;29.5;8;6;5.9;2.1;1.4;236;247;10.2;0;0;0
"752316 FALSE";176;224;24.5;16;3.7;8.4;3.3;1.3;181;546;12.5;0;1288;12
"752318 FALSE";182;222;24.6;23;3.9;8.3;4;1.3;167;587;12.7;0;848;4.8
"752320 FALSE";192;230;25.7;17;3.8;8.4;3.5;1.4;204;560;12.8;0;554;8
"752350 TRUE";173;215;24.9;43;4.1;8.8;3;1.6;240;729;13;0.2;0;0
"752352 TRUE";61;218;18.7;0;7.1;13.8;1.3;2;533;438;9.2;0.1;0;0
"752354 TRUE";80;155;12.6;1;7.6;7.7;0.8;2.5;531;690;14.9;0.1;0;0
"752356 TRUE";54;235;24.8;1;5.4;11.7;1.8;3.7;238;634;12.2;0.1;0;0
"752358 TRUE";74;197;16.9;1;6.9;12.2;1.1;1.9;528;420;9.6;0.1;0;0
"752360 TRUE";61;211;21.1;0;5;9.6;1.4;3;349;405;14.1;0.1;0;0
"752366 TRUE";86;174;15.5;2;3.3;6.3;0.9;1.5;254;537;16.4;0;0;0
"752368 TRUE";61;218;18.7;0;7.1;13.8;1.3;2;533;438;9.2;0.1;0;0
"752370 TRUE";178;181;6.5;0;2.3;5.3;0.8;3.4;135;510;26.8;0;0;0
"752372 TRUE";66;170;15.3;1;4.1;5.9;0.9;1.3;224;616;17.1;0;0;0
"752374 TRUE";80;158;18.1;1;6.8;5.8;0.8;1.5;321;452;14.1;0.1;0;0
"752376 TRUE";61;211;21.1;0;5;9.6;1.4;3;349;405;14.1;0.1;0;0
"752378 TRUE";80;158;18.1;1;6.8;5.8;0.8;1.5;321;452;14.1;0.1;0;0
"752382 TRUE";80;155;12.6;1;7.6;7.7;0.8;2.5;531;690;14.9;0.1;0;0
"752774 TRUE";31;186;10.2;1;2.9;7;1.1;5;269;669;23.6;0;16;0
"752862 TRUE";80;158;18.1;1;6.8;5.8;0.8;1.5;321;452;14.1;0.1;0;0
"752864 TRUE";42;346;14.3;2;5.1;26.6;4.2;3.6;97;1463;12.4;0;0;0
"753344 TRUE";90;92;9.2;9;2.2;4.3;2;1.1;207;273;5.3;0.1;567;2
"753346 TRUE";47;134;17.8;12;3.6;4.9;2.6;1.9;144;223;6.8;0.1;569;2
"753348 TRUE";38;99;15.3;0;2;1.3;0.1;1.3;149;276;7;0;598;2
"753350 TRUE";35;100;14.4;0;1.9;2.6;0.5;1;138;266;4.7;0;1191;3
"753352 TRUE";42;136;15.2;8;1.3;6.3;3.8;1.1;126;324;5.9;0.1;1104;2
"753474 FALSE";125;500;15.62;94;3.1;40.62;14.06;2.25;469;1719;21.88;0;938;0
"753488 FALSE";0;692;15.38;0;7.7;53.85;3.85;2.77;769;8385;30.77;0;0;0
"753534 FALSE";143;464;17.86;107;3.6;35.71;12.5;2.57;429;1786;21.43;0;0;0
"753600 FALSE";24;224;12.94;76;1.2;11.76;2.35;0.85;212;776;15.29;0;0;1.4
"753610 FALSE";0;232;3.57;71;0;14.29;6.25;2.57;27;911;25;0;0;0
"753612 FALSE";0;232;1.79;80;0;14.29;6.25;2.57;18;964;26.79;0;0;0
"753744 FALSE";80;240;4;80;0;18;6;1.44;100;2480;16;0;0;0
"753808 FALSE";67;200;3.33;58;0;15;4.17;1.2;233;867;15;0;0;0
"753810 FALSE";0;169;1.54;77;0;10.77;3.08;1.11;292;508;18.46;0;0;0
"753812 FALSE";0;321;0;71;0;28.57;10.71;1.29;0;804;16.07;0;0;0
"753814 FALSE";0;321;0;71;0;28.57;10.71;1.29;0;839;14.29;0;0;0
"753816 FALSE";0;321;0;71;0;28.57;10.71;1.29;0;786;14.29;0;0;0
"753820 FALSE";0;370;1.85;74;0;33.33;11.11;1.33;278;759;18.52;0;0;0
"753822 FALSE";0;370;1.85;74;0;33.33;11.11;1.33;278;759;18.52;0;0;0
"753828 FALSE";0;175;1.59;79;0;11.11;3.17;1.14;381;508;17.46;0;0;0
"753832 FALSE";0;368;3.51;70;0;33.33;12.28;2.53;219;754;15.79;0;0;0
"753834 FALSE";0;595;7.14;95;0;57.14;19.05;0.86;286;1048;19.05;0;0;0
"753836 FALSE";0;222;4.44;56;0;17.78;6.67;1.6;400;1111;11.11;0;0;0
"753864 FALSE";0;357;0;89;0;30.36;10.71;2.57;0;786;16.07;0;0;0
"753866 FALSE";0;357;0;89;0;30.36;10.71;2.57;0;786;16.07;0;0;0
"753898 FALSE";0;464;14.29;125;0;25;8.93;0;464;2429;39.29;0;0;0
"753900 FALSE";0;429;3.57;107;0;28.57;10.71;0;464;1964;35.71;0;0;0
"753910 FALSE";0;320;0;100;0;26;9;1.44;270;660;22;0;0;0
"753918 FALSE";0;371;1.61;73;0;32.26;11.29;1.74;274;758;19.35;0;0;0
"753988 FALSE";0;161;1.79;62;0;8.04;3.57;1.45;0;304;21.43;0;0;0
"753996 FALSE";0;148;10.25;27;0.8;7.38;3.28;0.74;217;488;9.43;0.41;0;0
"754002 FALSE";0;179;3.57;62;0;7.14;3.57;1.93;0;500;25;0;0;0
"754004 FALSE";0;214;1.79;89;0;12.5;6.25;3.21;0;982;26.79;0;0;0
"754026 FALSE";0;333;1.96;108;0;27.45;8.82;1.41;314;706;21.57;0;0;0
"754044 FALSE";0;357;0;89;0;30.36;10.71;2.57;0;786;16.07;0;0;0
"754052 FALSE";0;333;1.96;108;0;27.45;8.82;1.41;314;706;21.57;0;0;0
"754054 FALSE";0;333;1.96;108;0;27.45;8.82;1.41;314;706;21.57;0;0;0
"754082 FALSE";0;370;1.85;74;0;33.33;11.11;1.33;278;759;18.52;0;0;0
"754090 FALSE";0;123;7.02;9;0;8.77;2.63;0;44;491;1.75;0;0;0
"754094 FALSE";0;161;1.79;62;0;8.04;3.57;1.29;0;304;21.43;0;0;0
"754096 FALSE";0;405;4.76;60;0;38.1;11.9;0;190;690;11.9;0;0;0
"754098 FALSE";0;179;1.79;80;0;10.71;3.57;1.29;375;518;17.86;0;0;0
